T  Ainit D Etat
36 30 0.1  1
36 31 0  1
36 31 0.01  1
36 31 0.02  1
36 31 0.03  1
36 31 0.04  1
36 31 0.05  1
36 31 0.06  1
36 31 0.07  1
36 31 0.08  1
36 31 0.09  1
36 31 0.1  1
36 32 0  1
36 32 0.01  1
36 32 0.02  1
36 32 0.03  1
36 32 0.04  1
36 32 0.05  1
36 32 0.06  1
36 32 0.07  1
36 32 0.08  1
36 32 0.09  1
36 32 0.1  1
36 33 0  1
36 33 0.01  1
36 33 0.02  1
36 33 0.03  1
36 33 0.04  1
36 33 0.05  1
36 33 0.06  1
36 33 0.07  1
36 33 0.08  1
36 33 0.09  1
36 33 0.1  1
36 34 0  1
36 34 0.01  1
36 34 0.02  1
36 34 0.03  1
36 34 0.04  1
36 34 0.05  1
36 34 0.06  1
36 34 0.07  1
36 34 0.08  1
36 34 0.09  1
36 34 0.1  1
36 35 0  1
36 35 0.01  1
36 35 0.02  1
36 35 0.03  1
36 35 0.04  1
36 35 0.05  1
36 35 0.06  1
36 35 0.07  1
36 35 0.08  1
36 35 0.09  1
36 35 0.1  1
36 36 0  1
36 36 0.01  1
36 36 0.02  1
36 36 0.03  1
36 36 0.04  1
36 36 0.05  1
36 36 0.06  1
36 36 0.07  1
36 36 0.08  1
36 36 0.09  1
36 36 0.1  1
36 37 0  1
36 37 0.01  1
36 37 0.02  1
36 37 0.03  1
36 37 0.04  1
36 37 0.05  1
36 37 0.06  1
36 37 0.07  1
36 37 0.08  1
36 37 0.09  1
36 37 0.1  1
36 38 0  1
36 38 0.01  1
36 38 0.02  1
36 38 0.03  1
36 38 0.04  1
36 38 0.05  1
36 38 0.06  1
36 38 0.07  1
36 38 0.08  1
36 38 0.09  1
36 38 0.1  1
36 39 0  1
36 39 0.01  1
36 39 0.02  1
36 39 0.03  1
36 39 0.04  1
36 39 0.05  1
36 39 0.06  1
36 39 0.07  1
36 39 0.08  1
36 39 0.09  2
36 39 0.1  1
36 40 0  1
36 40 0.01  1
36 40 0.02  1
36 40 0.03  1
36 40 0.04  1
36 40 0.05  1
36 40 0.06  1
36 40 0.07  1
36 40 0.08  1
36 40 0.09  1
36 40 0.1  2
36 41 0  1
36 41 0.01  1
36 41 0.02  1
36 41 0.03  1
36 41 0.04  1
36 41 0.05  1
36 41 0.06  1
36 41 0.07  1
36 41 0.08  1
36 41 0.09  1
36 41 0.1  1
36 42 0  1
36 42 0.01  1
36 42 0.02  1
36 42 0.03  1
36 42 0.04  1
36 42 0.05  1
36 42 0.06  1
36 42 0.07  1
36 42 0.08  1
36 42 0.09  1
36 42 0.1  2
36 43 0  1
36 43 0.01  1
36 43 0.02  1
36 43 0.03  1
36 43 0.04  1
36 43 0.05  1
36 43 0.06  1
36 43 0.07  1
36 43 0.08  1
36 43 0.09  1
36 43 0.1  2
36 44 0  1
36 44 0.01  1
36 44 0.02  1
36 44 0.03  1
36 44 0.04  1
36 44 0.05  1
36 44 0.06  1
36 44 0.07  1
36 44 0.08  1
36 44 0.09  1
36 44 0.1  1
36 45 0  1
36 45 0.01  1
36 45 0.02  1
36 45 0.03  1
36 45 0.04  1
36 45 0.05  1
36 45 0.06  1
36 45 0.07  1
36 45 0.08  1
36 45 0.09  1
36 45 0.1  1
36 46 0  1
36 46 0.01  1
36 46 0.02  1
36 46 0.03  1
36 46 0.04  1
36 46 0.05  1
36 46 0.06  1
36 46 0.07  1
36 46 0.08  1
36 46 0.09  1
36 46 0.1  1
36 47 0  1
36 47 0.01  1
36 47 0.02  1
36 47 0.03  1
36 47 0.04  1
36 47 0.05  1
36 47 0.06  1
36 47 0.07  1
36 47 0.08  1
36 47 0.09  1
36 47 0.1  1
36 48 0  1
36 48 0.01  1
36 48 0.02  1
36 48 0.03  1
36 48 0.04  1
36 48 0.05  1
36 48 0.06  1
36 48 0.07  1
36 48 0.08  1
36 48 0.09  1
36 48 0.1  1
36 49 0  1
36 49 0.01  1
36 49 0.02  1
36 49 0.03  1
36 49 0.04  1
36 49 0.05  1
36 49 0.06  1
36 49 0.07  1
36 49 0.08  1
36 49 0.09  1
36 49 0.1  1
36 50 0  1
36 50 0.01  1
36 50 0.02  1
36 50 0.03  1
36 50 0.04  1
36 50 0.05  1
36 50 0.06  1
36 50 0.07  1
36 50 0.08  1
36 50 0.09  1
36 50 0.1  1
41 0 0  0
41 0 0.01  0
41 0 0.02  0
41 0 0.03  0
41 0 0.04  0
41 0 0.05  0
41 0 0.06  0
41 0 0.07  0
41 0 0.08  0
41 0 0.09  0
41 0 0.1  0
41 1 0  1
41 1 0.01  1
41 1 0.02  1
41 1 0.03  1
41 1 0.04  1
41 1 0.05  1
41 1 0.06  1
41 1 0.07  1
41 1 0.08  2
41 1 0.09  2
41 1 0.1  2
41 2 0  1
41 2 0.01  1
41 2 0.02  1
41 2 0.03  1
41 2 0.04  1
41 2 0.05  1
41 2 0.06  1
41 2 0.07  2
41 2 0.08  2
41 2 0.09  2
41 2 0.1  2
41 3 0  1
41 3 0.01  1
41 3 0.02  1
41 3 0.03  1
41 3 0.04  1
41 3 0.05  1
41 3 0.06  2
41 3 0.07  2
41 3 0.08  2
41 3 0.09  2
41 3 0.1  2
41 4 0  1
41 4 0.01  1
41 4 0.02  1
41 4 0.03  1
41 4 0.04  1
41 4 0.05  1
41 4 0.06  1
41 4 0.07  1
41 4 0.08  2
41 4 0.09  2
41 4 0.1  2
41 5 0  1
41 5 0.01  1
41 5 0.02  1
41 5 0.03  1
41 5 0.04  1
41 5 0.05  1
41 5 0.06  2
41 5 0.07  2
41 5 0.08  2
41 5 0.09  2
41 5 0.1  2
41 6 0  1
41 6 0.01  1
41 6 0.02  1
41 6 0.03  1
41 6 0.04  1
41 6 0.05  2
41 6 0.06  2
41 6 0.07  2
41 6 0.08  2
41 6 0.09  2
41 6 0.1  2
41 7 0  1
41 7 0.01  1
41 7 0.02  1
41 7 0.03  1
41 7 0.04  1
41 7 0.05  1
41 7 0.06  2
41 7 0.07  1
41 7 0.08  2
41 7 0.09  2
41 7 0.1  2
41 8 0  1
41 8 0.01  1
41 8 0.02  1
41 8 0.03  1
41 8 0.04  1
41 8 0.05  1
41 8 0.06  2
41 8 0.07  2
41 8 0.08  2
41 8 0.09  2
41 8 0.1  2
41 9 0  1
41 9 0.01  1
41 9 0.02  1
41 9 0.03  1
41 9 0.04  1
41 9 0.05  1
41 9 0.06  1
41 9 0.07  2
41 9 0.08  2
41 9 0.09  2
41 9 0.1  2
41 10 0  1
41 10 0.01  1
41 10 0.02  1
41 10 0.03  1
41 10 0.04  1
41 10 0.05  1
41 10 0.06  2
41 10 0.07  2
41 10 0.08  2
41 10 0.09  2
41 10 0.1  2
41 11 0  1
41 11 0.01  1
41 11 0.02  1
41 11 0.03  1
41 11 0.04  1
41 11 0.05  1
41 11 0.06  2
41 11 0.07  2
41 11 0.08  2
41 11 0.09  2
41 11 0.1  2
41 12 0  1
41 12 0.01  1
41 12 0.02  1
41 12 0.03  1
41 12 0.04  1
41 12 0.05  1
41 12 0.06  2
41 12 0.07  2
41 12 0.08  2
41 12 0.09  2
41 12 0.1  2
41 13 0  1
41 13 0.01  1
41 13 0.02  1
41 13 0.03  1
41 13 0.04  1
41 13 0.05  1
41 13 0.06  1
41 13 0.07  2
41 13 0.08  2
41 13 0.09  2
41 13 0.1  2
41 14 0  1
41 14 0.01  1
41 14 0.02  1
41 14 0.03  1
41 14 0.04  1
41 14 0.05  1
41 14 0.06  2
41 14 0.07  1
41 14 0.08  2
41 14 0.09  2
41 14 0.1  2
41 15 0  1
41 15 0.01  1
41 15 0.02  1
41 15 0.03  1
41 15 0.04  1
41 15 0.05  1
41 15 0.06  1
41 15 0.07  1
41 15 0.08  2
41 15 0.09  2
41 15 0.1  2
41 16 0  1
41 16 0.01  1
41 16 0.02  1
41 16 0.03  1
41 16 0.04  1
41 16 0.05  1
41 16 0.06  1
41 16 0.07  2
41 16 0.08  2
41 16 0.09  2
41 16 0.1  2
41 17 0  1
41 17 0.01  1
41 17 0.02  1
41 17 0.03  1
41 17 0.04  1
41 17 0.05  1
41 17 0.06  1
41 17 0.07  1
41 17 0.08  2
41 17 0.09  2
41 17 0.1  2
41 18 0  1
41 18 0.01  1
41 18 0.02  1
41 18 0.03  1
41 18 0.04  1
41 18 0.05  1
41 18 0.06  1
41 18 0.07  2
41 18 0.08  2
41 18 0.09  2
41 18 0.1  2
41 19 0  1
41 19 0.01  1
41 19 0.02  1
41 19 0.03  1
41 19 0.04  1
41 19 0.05  1
41 19 0.06  1
41 19 0.07  2
41 19 0.08  1
41 19 0.09  2
41 19 0.1  2
41 20 0  1
41 20 0.01  1
41 20 0.02  1
41 20 0.03  1
41 20 0.04  1
41 20 0.05  1
41 20 0.06  2
41 20 0.07  1
41 20 0.08  2
41 20 0.09  2
41 20 0.1  2
41 21 0  1
41 21 0.01  1
41 21 0.02  1
41 21 0.03  1
41 21 0.04  1
41 21 0.05  2
41 21 0.06  1
41 21 0.07  2
41 21 0.08  2
41 21 0.09  2
41 21 0.1  2
41 22 0  1
41 22 0.01  1
41 22 0.02  1
41 22 0.03  1
41 22 0.04  1
41 22 0.05  2
41 22 0.06  1
41 22 0.07  2
41 22 0.08  2
41 22 0.09  2
41 22 0.1  2
41 23 0  1
41 23 0.01  1
41 23 0.02  1
41 23 0.03  1
41 23 0.04  1
41 23 0.05  1
41 23 0.06  1
41 23 0.07  2
41 23 0.08  1
41 23 0.09  2
41 23 0.1  2
41 24 0  1
41 24 0.01  1
41 24 0.02  1
41 24 0.03  1
41 24 0.04  1
41 24 0.05  2
41 24 0.06  2
41 24 0.07  2
41 24 0.08  2
41 24 0.09  2
41 24 0.1  2
41 25 0  1
41 25 0.01  1
41 25 0.02  1
41 25 0.03  1
41 25 0.04  1
41 25 0.05  1
41 25 0.06  1
41 25 0.07  2
41 25 0.08  2
41 25 0.09  2
41 25 0.1  2
41 26 0  1
41 26 0.01  1
41 26 0.02  1
41 26 0.03  1
41 26 0.04  1
41 26 0.05  1
41 26 0.06  1
41 26 0.07  2
41 26 0.08  2
41 26 0.09  2
41 26 0.1  2
41 27 0  1
41 27 0.01  1
41 27 0.02  1
41 27 0.03  1
41 27 0.04  1
41 27 0.05  1
41 27 0.06  1
41 27 0.07  2
41 27 0.08  2
41 27 0.09  2
41 27 0.1  2
41 28 0  1
41 28 0.01  1
41 28 0.02  1
41 28 0.03  1
41 28 0.04  1
41 28 0.05  2
41 28 0.06  1
41 28 0.07  2
41 28 0.08  2
41 28 0.09  2
41 28 0.1  2
41 29 0  1
41 29 0.01  1
41 29 0.02  1
41 29 0.03  1
41 29 0.04  1
41 29 0.05  1
41 29 0.06  1
41 29 0.07  2
41 29 0.08  2
41 29 0.09  2
41 29 0.1  2
41 30 0  1
41 30 0.01  1
41 30 0.02  1
41 30 0.03  1
41 30 0.04  1
41 30 0.05  1
41 30 0.06  2
41 30 0.07  2
41 30 0.08  2
41 30 0.09  2
41 30 0.1  2
41 31 0  1
41 31 0.01  1
41 31 0.02  1
41 31 0.03  1
41 31 0.04  1
41 31 0.05  1
41 31 0.06  1
41 31 0.07  2
41 31 0.08  2
41 31 0.09  2
41 31 0.1  2
41 32 0  1
41 32 0.01  1
41 32 0.02  1
41 32 0.03  1
41 32 0.04  1
41 32 0.05  1
41 32 0.06  1
41 32 0.07  2
41 32 0.08  2
41 32 0.09  2
41 32 0.1  2
41 33 0  1
41 33 0.01  1
41 33 0.02  1
41 33 0.03  1
41 33 0.04  1
41 33 0.05  1
41 33 0.06  2
41 33 0.07  2
41 33 0.08  2
41 33 0.09  2
41 33 0.1  2
41 34 0  1
41 34 0.01  1
41 34 0.02  1
41 34 0.03  1
41 34 0.04  1
41 34 0.05  1
41 34 0.06  1
41 34 0.07  1
41 34 0.08  2
41 34 0.09  2
41 34 0.1  2
41 35 0  1
41 35 0.01  1
41 35 0.02  1
41 35 0.03  1
41 35 0.04  1
41 35 0.05  1
41 35 0.06  2
41 35 0.07  2
41 35 0.08  2
41 35 0.09  2
41 35 0.1  2
41 36 0  1
41 36 0.01  1
41 36 0.02  1
41 36 0.03  1
41 36 0.04  1
41 36 0.05  1
41 36 0.06  2
41 36 0.07  1
41 36 0.08  2
41 36 0.09  2
41 36 0.1  2
41 37 0  1
41 37 0.01  1
41 37 0.02  1
41 37 0.03  1
41 37 0.04  1
41 37 0.05  1
41 37 0.06  2
41 37 0.07  2
41 37 0.08  2
41 37 0.09  2
41 37 0.1  2
41 38 0  1
41 38 0.01  1
41 38 0.02  1
41 38 0.03  1
41 38 0.04  1
41 38 0.05  2
41 38 0.06  1
41 38 0.07  2
41 38 0.08  2
41 38 0.09  2
41 38 0.1  2
41 39 0  1
41 39 0.01  1
41 39 0.02  1
41 39 0.03  1
41 39 0.04  1
41 39 0.05  1
41 39 0.06  2
41 39 0.07  2
41 39 0.08  2
41 39 0.09  2
41 39 0.1  2
41 40 0  1
41 40 0.01  1
41 40 0.02  1
41 40 0.03  1
41 40 0.04  1
41 40 0.05  1
41 40 0.06  2
41 40 0.07  2
41 40 0.08  2
41 40 0.09  2
41 40 0.1  2
41 41 0  1
41 41 0.01  1
41 41 0.02  1
41 41 0.03  1
41 41 0.04  1
41 41 0.05  1
41 41 0.06  2
41 41 0.07  1
41 41 0.08  2
41 41 0.09  2
41 41 0.1  2
41 42 0  1
41 42 0.01  1
41 42 0.02  1
41 42 0.03  1
41 42 0.04  1
41 42 0.05  1
41 42 0.06  2
41 42 0.07  2
41 42 0.08  2
41 42 0.09  2
41 42 0.1  2
41 43 0  1
41 43 0.01  1
41 43 0.02  1
41 43 0.03  1
41 43 0.04  1
41 43 0.05  1
41 43 0.06  1
41 43 0.07  1
41 43 0.08  2
41 43 0.09  2
41 43 0.1  2
41 44 0  1
41 44 0.01  1
41 44 0.02  1
41 44 0.03  1
41 44 0.04  1
41 44 0.05  1
41 44 0.06  1
41 44 0.07  2
41 44 0.08  1
41 44 0.09  2
41 44 0.1  2
41 45 0  1
41 45 0.01  1
41 45 0.02  1
41 45 0.03  1
41 45 0.04  1
41 45 0.05  2
41 45 0.06  2
41 45 0.07  1
41 45 0.08  2
41 45 0.09  2
41 45 0.1  2
41 46 0  1
41 46 0.01  1
41 46 0.02  1
41 46 0.03  1
41 46 0.04  1
41 46 0.05  1
41 46 0.06  1
41 46 0.07  2
41 46 0.08  2
41 46 0.09  2
41 46 0.1  2
41 47 0  1
41 47 0.01  1
41 47 0.02  1
41 47 0.03  1
41 47 0.04  1
41 47 0.05  1
41 47 0.06  1
41 47 0.07  2
41 47 0.08  2
41 47 0.09  2
41 47 0.1  2
41 48 0  1
41 48 0.01  1
41 48 0.02  1
41 48 0.03  1
41 48 0.04  1
41 48 0.05  1
41 48 0.06  1
41 48 0.07  2
41 48 0.08  2
41 48 0.09  2
41 48 0.1  2
41 49 0  1
41 49 0.01  1
41 49 0.02  1
41 49 0.03  1
41 49 0.04  1
41 49 0.05  1
41 49 0.06  1
41 49 0.07  2
41 49 0.08  2
41 49 0.09  2
41 49 0.1  2
41 50 0  1
41 50 0.01  1
41 50 0.02  1
41 50 0.03  1
41 50 0.04  1
41 50 0.05  1
41 50 0.06  1
41 50 0.07  2
41 50 0.08  2
41 50 0.09  2
41 50 0.1  2
46 0 0  0
46 0 0.01  0
46 0 0.02  0
46 0 0.03  0
46 0 0.04  0
46 0 0.05  0
46 0 0.06  0
46 0 0.07  0
46 0 0.08  0
46 0 0.09  0
46 0 0.1  0
46 1 0  1
46 1 0.01  1
46 1 0.02  1
46 1 0.03  1
46 1 0.04  2
46 1 0.05  2
46 1 0.06  2
46 1 0.07  2
46 1 0.08  2
46 1 0.09  2
46 1 0.1  2
46 2 0  1
46 2 0.01  1
46 2 0.02  1
46 2 0.03  1
46 2 0.04  2
46 2 0.05  2
46 2 0.06  2
46 2 0.07  2
46 2 0.08  2
46 2 0.09  2
46 2 0.1  2
46 3 0  1
46 3 0.01  1
46 3 0.02  1
46 3 0.03  1
46 3 0.04  1
46 3 0.05  2
46 3 0.06  2
46 3 0.07  2
46 3 0.08  2
46 3 0.09  2
46 3 0.1  2
46 4 0  1
46 4 0.01  1
46 4 0.02  1
46 4 0.03  1
46 4 0.04  2
46 4 0.05  2
46 4 0.06  2
46 4 0.07  2
46 4 0.08  2
46 4 0.09  2
46 4 0.1  2
46 5 0  1
46 5 0.01  1
46 5 0.02  1
46 5 0.03  1
46 5 0.04  2
46 5 0.05  2
46 5 0.06  2
46 5 0.07  2
46 5 0.08  2
46 5 0.09  2
46 5 0.1  2
46 6 0  1
46 6 0.01  1
46 6 0.02  1
46 6 0.03  1
46 6 0.04  2
46 6 0.05  2
46 6 0.06  2
46 6 0.07  2
46 6 0.08  2
46 6 0.09  2
46 6 0.1  2
46 7 0  1
46 7 0.01  1
46 7 0.02  1
46 7 0.03  1
46 7 0.04  2
46 7 0.05  2
46 7 0.06  2
46 7 0.07  2
46 7 0.08  2
46 7 0.09  2
46 7 0.1  2
46 8 0  1
46 8 0.01  1
46 8 0.02  1
46 8 0.03  1
46 8 0.04  2
46 8 0.05  2
46 8 0.06  2
46 8 0.07  2
46 8 0.08  2
46 8 0.09  2
46 8 0.1  2
46 9 0  1
46 9 0.01  1
46 9 0.02  1
46 9 0.03  1
46 9 0.04  2
46 9 0.05  2
46 9 0.06  2
46 9 0.07  2
46 9 0.08  2
46 9 0.09  2
46 9 0.1  2
46 10 0  1
46 10 0.01  1
46 10 0.02  1
46 10 0.03  1
46 10 0.04  1
46 10 0.05  2
46 10 0.06  2
46 10 0.07  2
46 10 0.08  2
46 10 0.09  2
46 10 0.1  2
46 11 0  1
46 11 0.01  1
46 11 0.02  1
46 11 0.03  1
46 11 0.04  2
46 11 0.05  2
46 11 0.06  2
46 11 0.07  2
46 11 0.08  2
46 11 0.09  2
46 11 0.1  2
46 12 0  1
46 12 0.01  1
46 12 0.02  1
46 12 0.03  1
46 12 0.04  2
46 12 0.05  2
46 12 0.06  2
46 12 0.07  2
46 12 0.08  2
46 12 0.09  2
46 12 0.1  2
46 13 0  1
46 13 0.01  1
46 13 0.02  1
46 13 0.03  1
46 13 0.04  2
46 13 0.05  2
46 13 0.06  2
46 13 0.07  2
46 13 0.08  2
46 13 0.09  2
46 13 0.1  2
46 14 0  1
46 14 0.01  1
46 14 0.02  1
46 14 0.03  1
46 14 0.04  1
46 14 0.05  2
46 14 0.06  2
46 14 0.07  2
46 14 0.08  2
46 14 0.09  2
46 14 0.1  2
46 15 0  1
46 15 0.01  1
46 15 0.02  1
46 15 0.03  1
46 15 0.04  1
46 15 0.05  2
46 15 0.06  2
46 15 0.07  2
46 15 0.08  2
46 15 0.09  2
46 15 0.1  2
46 16 0  1
46 16 0.01  1
46 16 0.02  1
46 16 0.03  1
46 16 0.04  2
46 16 0.05  2
46 16 0.06  2
46 16 0.07  2
46 16 0.08  2
46 16 0.09  2
46 16 0.1  2
46 17 0  1
46 17 0.01  1
46 17 0.02  1
46 17 0.03  1
46 17 0.04  2
46 17 0.05  2
46 17 0.06  2
46 17 0.07  2
46 17 0.08  2
46 17 0.09  2
46 17 0.1  2
46 18 0  1
46 18 0.01  1
46 18 0.02  1
46 18 0.03  1
46 18 0.04  2
46 18 0.05  2
46 18 0.06  2
46 18 0.07  2
46 18 0.08  2
46 18 0.09  2
46 18 0.1  2
46 19 0  1
46 19 0.01  1
46 19 0.02  1
46 19 0.03  1
46 19 0.04  2
46 19 0.05  2
46 19 0.06  2
46 19 0.07  2
46 19 0.08  2
46 19 0.09  2
46 19 0.1  2
46 20 0  1
46 20 0.01  1
46 20 0.02  1
46 20 0.03  1
46 20 0.04  2
46 20 0.05  2
46 20 0.06  2
46 20 0.07  2
46 20 0.08  2
46 20 0.09  2
46 20 0.1  2
46 21 0  1
46 21 0.01  1
46 21 0.02  1
46 21 0.03  1
46 21 0.04  2
46 21 0.05  2
46 21 0.06  2
46 21 0.07  2
46 21 0.08  2
46 21 0.09  2
46 21 0.1  2
46 22 0  1
46 22 0.01  1
46 22 0.02  1
46 22 0.03  1
46 22 0.04  2
46 22 0.05  2
46 22 0.06  2
46 22 0.07  2
46 22 0.08  2
46 22 0.09  2
46 22 0.1  2
46 23 0  1
46 23 0.01  1
46 23 0.02  1
46 23 0.03  1
46 23 0.04  2
46 23 0.05  2
46 23 0.06  2
46 23 0.07  2
46 23 0.08  2
46 23 0.09  2
46 23 0.1  2
46 24 0  1
46 24 0.01  1
46 24 0.02  1
46 24 0.03  1
46 24 0.04  2
46 24 0.05  2
46 24 0.06  2
46 24 0.07  2
46 24 0.08  2
46 24 0.09  2
46 24 0.1  2
46 25 0  1
46 25 0.01  1
46 25 0.02  1
46 25 0.03  2
46 25 0.04  2
46 25 0.05  2
46 25 0.06  2
46 25 0.07  2
46 25 0.08  2
46 25 0.09  2
46 25 0.1  2
46 26 0  1
46 26 0.01  1
46 26 0.02  1
46 26 0.03  1
46 26 0.04  2
46 26 0.05  2
46 26 0.06  2
46 26 0.07  2
46 26 0.08  2
46 26 0.09  2
46 26 0.1  2
46 27 0  1
46 27 0.01  1
46 27 0.02  1
46 27 0.03  1
46 27 0.04  1
46 27 0.05  2
46 27 0.06  2
46 27 0.07  2
46 27 0.08  2
46 27 0.09  2
46 27 0.1  2
46 28 0  1
46 28 0.01  1
46 28 0.02  1
46 28 0.03  1
46 28 0.04  2
46 28 0.05  2
46 28 0.06  2
46 28 0.07  2
46 28 0.08  2
46 28 0.09  2
46 28 0.1  2
46 29 0  1
46 29 0.01  1
46 29 0.02  1
46 29 0.03  1
46 29 0.04  1
46 29 0.05  2
46 29 0.06  2
46 29 0.07  2
46 29 0.08  2
46 29 0.09  2
46 29 0.1  2
46 30 0  1
46 30 0.01  1
46 30 0.02  1
46 30 0.03  1
46 30 0.04  2
46 30 0.05  2
46 30 0.06  2
46 30 0.07  2
46 30 0.08  2
46 30 0.09  2
46 30 0.1  2
46 31 0  1
46 31 0.01  1
46 31 0.02  1
46 31 0.03  1
46 31 0.04  2
46 31 0.05  2
46 31 0.06  2
46 31 0.07  2
46 31 0.08  2
46 31 0.09  2
46 31 0.1  2
46 32 0  1
46 32 0.01  1
46 32 0.02  1
46 32 0.03  1
46 32 0.04  2
46 32 0.05  2
46 32 0.06  2
46 32 0.07  2
46 32 0.08  2
46 32 0.09  2
46 32 0.1  2
46 33 0  1
46 33 0.01  1
46 33 0.02  1
46 33 0.03  1
46 33 0.04  2
46 33 0.05  2
46 33 0.06  2
46 33 0.07  2
46 33 0.08  2
46 33 0.09  2
46 33 0.1  2
46 34 0  1
46 34 0.01  1
46 34 0.02  1
46 34 0.03  1
46 34 0.04  1
46 34 0.05  2
46 34 0.06  2
46 34 0.07  2
46 34 0.08  2
46 34 0.09  2
46 34 0.1  2
46 35 0  1
46 35 0.01  1
46 35 0.02  1
46 35 0.03  2
46 35 0.04  2
46 35 0.05  2
46 35 0.06  2
46 35 0.07  2
46 35 0.08  2
46 35 0.09  2
46 35 0.1  2
46 36 0  1
46 36 0.01  1
46 36 0.02  1
46 36 0.03  1
46 36 0.04  2
46 36 0.05  2
46 36 0.06  2
46 36 0.07  2
46 36 0.08  2
46 36 0.09  2
46 36 0.1  2
46 37 0  1
46 37 0.01  1
46 37 0.02  1
46 37 0.03  1
46 37 0.04  2
46 37 0.05  2
46 37 0.06  2
46 37 0.07  2
46 37 0.08  2
46 37 0.09  2
46 37 0.1  2
46 38 0  1
46 38 0.01  1
46 38 0.02  1
46 38 0.03  1
46 38 0.04  1
46 38 0.05  2
46 38 0.06  2
46 38 0.07  2
46 38 0.08  2
46 38 0.09  2
46 38 0.1  2
46 39 0  1
46 39 0.01  1
46 39 0.02  1
46 39 0.03  1
46 39 0.04  1
46 39 0.05  2
46 39 0.06  2
46 39 0.07  2
46 39 0.08  2
46 39 0.09  2
46 39 0.1  2
46 40 0  1
46 40 0.01  1
46 40 0.02  1
46 40 0.03  1
46 40 0.04  2
46 40 0.05  2
46 40 0.06  2
46 40 0.07  2
46 40 0.08  2
46 40 0.09  2
46 40 0.1  2
46 41 0  1
46 41 0.01  1
46 41 0.02  1
46 41 0.03  1
46 41 0.04  1
46 41 0.05  2
46 41 0.06  2
46 41 0.07  2
46 41 0.08  2
46 41 0.09  2
46 41 0.1  2
46 42 0  1
46 42 0.01  1
46 42 0.02  1
46 42 0.03  1
46 42 0.04  2
46 42 0.05  2
46 42 0.06  2
46 42 0.07  2
46 42 0.08  2
46 42 0.09  2
46 42 0.1  2
46 43 0  1
46 43 0.01  1
46 43 0.02  1
46 43 0.03  1
46 43 0.04  2
46 43 0.05  2
46 43 0.06  2
46 43 0.07  2
46 43 0.08  2
46 43 0.09  2
46 43 0.1  2
46 44 0  1
46 44 0.01  1
46 44 0.02  1
46 44 0.03  1
46 44 0.04  2
46 44 0.05  2
46 44 0.06  2
46 44 0.07  2
46 44 0.08  2
46 44 0.09  2
46 44 0.1  2
46 45 0  1
46 45 0.01  1
46 45 0.02  1
46 45 0.03  1
46 45 0.04  2
46 45 0.05  2
46 45 0.06  2
46 45 0.07  2
46 45 0.08  2
46 45 0.09  2
46 45 0.1  2
46 46 0  1
46 46 0.01  1
46 46 0.02  1
46 46 0.03  1
46 46 0.04  1
46 46 0.05  2
46 46 0.06  2
46 46 0.07  2
46 46 0.08  2
46 46 0.09  2
46 46 0.1  2
46 47 0  1
46 47 0.01  1
46 47 0.02  1
46 47 0.03  2
46 47 0.04  2
46 47 0.05  2
46 47 0.06  2
46 47 0.07  2
46 47 0.08  2
46 47 0.09  2
46 47 0.1  2
46 48 0  1
46 48 0.01  1
46 48 0.02  1
46 48 0.03  1
46 48 0.04  1
46 48 0.05  2
46 48 0.06  2
46 48 0.07  2
46 48 0.08  2
46 48 0.09  2
46 48 0.1  2
46 49 0  1
46 49 0.01  1
46 49 0.02  1
46 49 0.03  1
46 49 0.04  2
46 49 0.05  2
46 49 0.06  2
46 49 0.07  2
46 49 0.08  2
46 49 0.09  2
46 49 0.1  2
46 50 0  1
46 50 0.01  1
46 50 0.02  1
46 50 0.03  2
46 50 0.04  2
46 50 0.05  2
46 50 0.06  2
46 50 0.07  2
46 50 0.08  2
46 50 0.09  2
46 50 0.1  2
51 0 0  0
51 0 0.01  0
51 0 0.02  0
51 0 0.03  0
51 0 0.04  0
51 0 0.05  0
51 0 0.06  0
51 0 0.07  0
51 0 0.08  0
51 0 0.09  0
51 0 0.1  0
51 1 0  1
51 1 0.01  1
51 1 0.02  1
51 1 0.03  2
51 1 0.04  2
51 1 0.05  2
51 1 0.06  2
51 1 0.07  2
51 1 0.08  2
51 1 0.09  2
51 1 0.1  2
51 2 0  1
51 2 0.01  1
51 2 0.02  2
51 2 0.03  2
51 2 0.04  2
51 2 0.05  2
51 2 0.06  2
51 2 0.07  2
51 2 0.08  2
51 2 0.09  2
51 2 0.1  2
51 3 0  1
51 3 0.01  1
51 3 0.02  1
51 3 0.03  2
51 3 0.04  2
51 3 0.05  2
51 3 0.06  2
51 3 0.07  2
51 3 0.08  2
51 3 0.09  2
51 3 0.1  2
51 4 0  1
51 4 0.01  1
51 4 0.02  1
51 4 0.03  2
51 4 0.04  2
51 4 0.05  2
51 4 0.06  2
51 4 0.07  2
51 4 0.08  2
51 4 0.09  2
51 4 0.1  2
51 5 0  1
51 5 0.01  1
51 5 0.02  1
51 5 0.03  2
51 5 0.04  2
51 5 0.05  2
51 5 0.06  2
51 5 0.07  2
51 5 0.08  2
51 5 0.09  2
51 5 0.1  2
51 6 0  1
51 6 0.01  1
51 6 0.02  1
51 6 0.03  2
51 6 0.04  2
51 6 0.05  2
51 6 0.06  2
51 6 0.07  2
51 6 0.08  2
51 6 0.09  2
51 6 0.1  2
51 7 0  1
51 7 0.01  1
51 7 0.02  1
51 7 0.03  2
