T  Ainit D Etat
61 34 0.09  2
61 34 0.1  2
61 35 0  1
61 35 0.01  1
61 35 0.02  2
61 35 0.03  2
61 35 0.04  2
61 35 0.05  2
61 35 0.06  2
61 35 0.07  2
61 35 0.08  2
61 35 0.09  2
61 35 0.1  2
61 36 0  1
61 36 0.01  1
61 36 0.02  2
61 36 0.03  2
61 36 0.04  2
61 36 0.05  2
61 36 0.06  2
61 36 0.07  2
61 36 0.08  2
61 36 0.09  2
61 36 0.1  2
61 37 0  1
61 37 0.01  1
61 37 0.02  2
61 37 0.03  2
61 37 0.04  2
61 37 0.05  2
61 37 0.06  2
61 37 0.07  2
61 37 0.08  2
61 37 0.09  2
61 37 0.1  2
61 38 0  1
61 38 0.01  2
61 38 0.02  2
61 38 0.03  2
61 38 0.04  2
61 38 0.05  2
61 38 0.06  2
61 38 0.07  2
61 38 0.08  2
61 38 0.09  2
61 38 0.1  2
61 39 0  1
61 39 0.01  1
61 39 0.02  2
61 39 0.03  2
61 39 0.04  2
61 39 0.05  2
61 39 0.06  2
61 39 0.07  2
61 39 0.08  2
61 39 0.09  2
61 39 0.1  2
61 40 0  1
61 40 0.01  1
61 40 0.02  2
61 40 0.03  2
61 40 0.04  2
61 40 0.05  2
61 40 0.06  2
61 40 0.07  2
61 40 0.08  2
61 40 0.09  2
61 40 0.1  2
61 41 0  1
61 41 0.01  1
61 41 0.02  2
61 41 0.03  2
61 41 0.04  2
61 41 0.05  2
61 41 0.06  2
61 41 0.07  2
61 41 0.08  2
61 41 0.09  2
61 41 0.1  2
61 42 0  1
61 42 0.01  1
61 42 0.02  2
61 42 0.03  2
61 42 0.04  2
61 42 0.05  2
61 42 0.06  2
61 42 0.07  2
61 42 0.08  2
61 42 0.09  2
61 42 0.1  2
61 43 0  1
61 43 0.01  1
61 43 0.02  2
61 43 0.03  2
61 43 0.04  2
61 43 0.05  2
61 43 0.06  2
61 43 0.07  2
61 43 0.08  2
61 43 0.09  2
61 43 0.1  2
61 44 0  1
61 44 0.01  1
61 44 0.02  2
61 44 0.03  2
61 44 0.04  2
61 44 0.05  2
61 44 0.06  2
61 44 0.07  2
61 44 0.08  2
61 44 0.09  2
61 44 0.1  2
61 45 0  1
61 45 0.01  1
61 45 0.02  2
61 45 0.03  2
61 45 0.04  2
61 45 0.05  2
61 45 0.06  2
61 45 0.07  2
61 45 0.08  2
61 45 0.09  2
61 45 0.1  2
61 46 0  1
61 46 0.01  1
61 46 0.02  2
61 46 0.03  2
61 46 0.04  2
61 46 0.05  2
61 46 0.06  2
61 46 0.07  2
61 46 0.08  2
61 46 0.09  2
61 46 0.1  2
61 47 0  1
61 47 0.01  1
61 47 0.02  2
61 47 0.03  2
61 47 0.04  2
61 47 0.05  2
61 47 0.06  2
61 47 0.07  2
61 47 0.08  2
61 47 0.09  2
61 47 0.1  2
61 48 0  1
61 48 0.01  1
61 48 0.02  2
61 48 0.03  2
61 48 0.04  2
61 48 0.05  2
61 48 0.06  2
61 48 0.07  2
61 48 0.08  2
61 48 0.09  2
61 48 0.1  2
61 49 0  1
61 49 0.01  1
61 49 0.02  2
61 49 0.03  2
61 49 0.04  2
61 49 0.05  2
61 49 0.06  2
61 49 0.07  2
61 49 0.08  2
61 49 0.09  2
61 49 0.1  2
61 50 0  1
61 50 0.01  1
61 50 0.02  2
61 50 0.03  2
61 50 0.04  2
61 50 0.05  2
61 50 0.06  2
61 50 0.07  2
61 50 0.08  2
61 50 0.09  2
61 50 0.1  2
66 0 0  0
66 0 0.01  0
66 0 0.02  0
66 0 0.03  0
66 0 0.04  0
66 0 0.05  0
66 0 0.06  0
66 0 0.07  0
66 0 0.08  0
66 0 0.09  0
66 0 0.1  0
66 1 0  1
66 1 0.01  2
66 1 0.02  2
66 1 0.03  2
66 1 0.04  2
66 1 0.05  2
66 1 0.06  2
66 1 0.07  2
66 1 0.08  2
66 1 0.09  2
66 1 0.1  2
66 2 0  1
66 2 0.01  1
66 2 0.02  2
66 2 0.03  2
66 2 0.04  2
66 2 0.05  2
66 2 0.06  2
66 2 0.07  2
66 2 0.08  2
66 2 0.09  2
66 2 0.1  2
66 3 0  1
66 3 0.01  2
66 3 0.02  2
66 3 0.03  2
66 3 0.04  2
66 3 0.05  2
66 3 0.06  2
66 3 0.07  2
66 3 0.08  2
66 3 0.09  2
66 3 0.1  2
66 4 0  1
66 4 0.01  2
66 4 0.02  2
66 4 0.03  2
66 4 0.04  2
66 4 0.05  2
66 4 0.06  2
66 4 0.07  2
66 4 0.08  2
66 4 0.09  2
66 4 0.1  2
66 5 0  1
66 5 0.01  2
66 5 0.02  2
66 5 0.03  2
66 5 0.04  2
66 5 0.05  2
66 5 0.06  2
66 5 0.07  2
66 5 0.08  2
66 5 0.09  2
66 5 0.1  2
66 6 0  1
66 6 0.01  2
66 6 0.02  2
66 6 0.03  2
66 6 0.04  2
66 6 0.05  2
66 6 0.06  2
66 6 0.07  2
66 6 0.08  2
66 6 0.09  2
66 6 0.1  2
66 7 0  1
66 7 0.01  2
66 7 0.02  2
66 7 0.03  2
66 7 0.04  2
66 7 0.05  2
66 7 0.06  2
66 7 0.07  2
66 7 0.08  2
66 7 0.09  2
66 7 0.1  2
66 8 0  1
66 8 0.01  2
66 8 0.02  2
66 8 0.03  2
66 8 0.04  2
66 8 0.05  2
66 8 0.06  2
66 8 0.07  2
66 8 0.08  2
66 8 0.09  2
66 8 0.1  2
66 9 0  1
66 9 0.01  2
66 9 0.02  2
66 9 0.03  2
66 9 0.04  2
66 9 0.05  2
66 9 0.06  2
66 9 0.07  2
66 9 0.08  2
66 9 0.09  2
66 9 0.1  2
66 10 0  1
66 10 0.01  2
66 10 0.02  2
66 10 0.03  2
66 10 0.04  2
66 10 0.05  2
66 10 0.06  2
66 10 0.07  2
66 10 0.08  2
66 10 0.09  2
66 10 0.1  2
66 11 0  1
66 11 0.01  2
66 11 0.02  2
66 11 0.03  2
66 11 0.04  2
66 11 0.05  2
66 11 0.06  2
66 11 0.07  2
66 11 0.08  2
66 11 0.09  2
66 11 0.1  2
66 12 0  1
66 12 0.01  2
66 12 0.02  2
66 12 0.03  2
66 12 0.04  2
66 12 0.05  2
66 12 0.06  2
66 12 0.07  2
66 12 0.08  2
66 12 0.09  2
66 12 0.1  2
66 13 0  1
66 13 0.01  2
66 13 0.02  2
66 13 0.03  2
66 13 0.04  2
66 13 0.05  2
66 13 0.06  2
66 13 0.07  2
66 13 0.08  2
66 13 0.09  2
66 13 0.1  2
66 14 0  1
66 14 0.01  1
66 14 0.02  2
66 14 0.03  2
66 14 0.04  2
66 14 0.05  2
66 14 0.06  2
66 14 0.07  2
66 14 0.08  2
66 14 0.09  2
66 14 0.1  2
66 15 0  1
66 15 0.01  2
66 15 0.02  2
66 15 0.03  2
66 15 0.04  2
66 15 0.05  2
66 15 0.06  2
66 15 0.07  2
66 15 0.08  2
66 15 0.09  2
66 15 0.1  2
66 16 0  1
66 16 0.01  2
66 16 0.02  2
66 16 0.03  2
66 16 0.04  2
66 16 0.05  2
66 16 0.06  2
66 16 0.07  2
66 16 0.08  2
66 16 0.09  2
66 16 0.1  2
66 17 0  1
66 17 0.01  2
66 17 0.02  2
66 17 0.03  2
66 17 0.04  2
66 17 0.05  2
66 17 0.06  2
66 17 0.07  2
66 17 0.08  2
66 17 0.09  2
66 17 0.1  2
66 18 0  1
66 18 0.01  2
66 18 0.02  2
66 18 0.03  2
66 18 0.04  2
66 18 0.05  2
66 18 0.06  2
66 18 0.07  2
66 18 0.08  2
66 18 0.09  2
66 18 0.1  2
66 19 0  1
66 19 0.01  2
66 19 0.02  2
66 19 0.03  2
66 19 0.04  2
66 19 0.05  2
66 19 0.06  2
66 19 0.07  2
66 19 0.08  2
66 19 0.09  2
66 19 0.1  2
66 20 0  1
66 20 0.01  2
66 20 0.02  2
66 20 0.03  2
66 20 0.04  2
66 20 0.05  2
66 20 0.06  2
66 20 0.07  2
66 20 0.08  2
66 20 0.09  2
66 20 0.1  2
66 21 0  1
66 21 0.01  2
66 21 0.02  2
66 21 0.03  2
66 21 0.04  2
66 21 0.05  2
66 21 0.06  2
66 21 0.07  2
66 21 0.08  2
66 21 0.09  2
66 21 0.1  2
66 22 0  1
66 22 0.01  2
66 22 0.02  2
66 22 0.03  2
66 22 0.04  2
66 22 0.05  2
66 22 0.06  2
66 22 0.07  2
66 22 0.08  2
66 22 0.09  2
66 22 0.1  2
66 23 0  1
66 23 0.01  2
66 23 0.02  2
66 23 0.03  2
66 23 0.04  2
66 23 0.05  2
66 23 0.06  2
66 23 0.07  2
66 23 0.08  2
66 23 0.09  2
66 23 0.1  2
66 24 0  1
66 24 0.01  2
66 24 0.02  2
66 24 0.03  2
66 24 0.04  2
66 24 0.05  2
66 24 0.06  2
66 24 0.07  2
66 24 0.08  2
66 24 0.09  2
66 24 0.1  2
66 25 0  1
66 25 0.01  2
66 25 0.02  2
66 25 0.03  2
66 25 0.04  2
66 25 0.05  2
66 25 0.06  2
66 25 0.07  2
66 25 0.08  2
66 25 0.09  2
66 25 0.1  2
66 26 0  1
66 26 0.01  2
66 26 0.02  2
66 26 0.03  2
66 26 0.04  2
66 26 0.05  2
66 26 0.06  2
66 26 0.07  2
66 26 0.08  2
66 26 0.09  2
66 26 0.1  2
66 27 0  1
66 27 0.01  2
66 27 0.02  2
66 27 0.03  2
66 27 0.04  2
66 27 0.05  2
66 27 0.06  2
66 27 0.07  2
66 27 0.08  2
66 27 0.09  2
66 27 0.1  2
66 28 0  1
66 28 0.01  2
66 28 0.02  2
66 28 0.03  2
66 28 0.04  2
66 28 0.05  2
66 28 0.06  2
66 28 0.07  2
66 28 0.08  2
66 28 0.09  2
66 28 0.1  2
66 29 0  1
66 29 0.01  2
66 29 0.02  2
66 29 0.03  2
66 29 0.04  2
66 29 0.05  2
66 29 0.06  2
66 29 0.07  2
66 29 0.08  2
66 29 0.09  2
66 29 0.1  2
66 30 0  1
66 30 0.01  2
66 30 0.02  2
66 30 0.03  2
66 30 0.04  2
66 30 0.05  2
66 30 0.06  2
66 30 0.07  2
66 30 0.08  2
66 30 0.09  2
66 30 0.1  2
66 31 0  1
66 31 0.01  2
66 31 0.02  2
66 31 0.03  2
66 31 0.04  2
66 31 0.05  2
66 31 0.06  2
66 31 0.07  2
66 31 0.08  2
66 31 0.09  2
66 31 0.1  2
66 32 0  1
66 32 0.01  2
66 32 0.02  2
66 32 0.03  2
66 32 0.04  2
66 32 0.05  2
66 32 0.06  2
66 32 0.07  2
66 32 0.08  2
66 32 0.09  2
66 32 0.1  2
66 33 0  1
66 33 0.01  2
66 33 0.02  2
66 33 0.03  2
66 33 0.04  2
66 33 0.05  2
66 33 0.06  2
66 33 0.07  2
66 33 0.08  2
66 33 0.09  2
66 33 0.1  2
66 34 0  1
66 34 0.01  2
66 34 0.02  2
66 34 0.03  2
66 34 0.04  2
66 34 0.05  2
66 34 0.06  2
66 34 0.07  2
66 34 0.08  2
66 34 0.09  2
66 34 0.1  2
66 35 0  1
66 35 0.01  2
66 35 0.02  2
66 35 0.03  2
66 35 0.04  2
66 35 0.05  2
66 35 0.06  2
66 35 0.07  2
66 35 0.08  2
66 35 0.09  2
66 35 0.1  2
66 36 0  1
66 36 0.01  1
66 36 0.02  2
66 36 0.03  2
66 36 0.04  2
66 36 0.05  2
66 36 0.06  2
66 36 0.07  2
66 36 0.08  2
66 36 0.09  2
66 36 0.1  2
66 37 0  1
66 37 0.01  2
66 37 0.02  2
66 37 0.03  2
66 37 0.04  2
66 37 0.05  2
66 37 0.06  2
66 37 0.07  2
66 37 0.08  2
66 37 0.09  2
66 37 0.1  2
66 38 0  1
66 38 0.01  2
66 38 0.02  2
66 38 0.03  2
66 38 0.04  2
66 38 0.05  2
66 38 0.06  2
66 38 0.07  2
66 38 0.08  2
66 38 0.09  2
66 38 0.1  2
66 39 0  1
66 39 0.01  1
66 39 0.02  2
66 39 0.03  2
66 39 0.04  2
66 39 0.05  2
66 39 0.06  2
66 39 0.07  2
66 39 0.08  2
66 39 0.09  2
66 39 0.1  2
66 40 0  1
66 40 0.01  2
66 40 0.02  2
66 40 0.03  2
66 40 0.04  2
66 40 0.05  2
66 40 0.06  2
66 40 0.07  2
66 40 0.08  2
66 40 0.09  2
66 40 0.1  2
66 41 0  1
66 41 0.01  2
66 41 0.02  2
66 41 0.03  2
66 41 0.04  2
66 41 0.05  2
66 41 0.06  2
66 41 0.07  2
66 41 0.08  2
66 41 0.09  2
66 41 0.1  2
66 42 0  1
66 42 0.01  1
66 42 0.02  2
66 42 0.03  2
66 42 0.04  2
66 42 0.05  2
66 42 0.06  2
66 42 0.07  2
66 42 0.08  2
66 42 0.09  2
66 42 0.1  2
66 43 0  1
66 43 0.01  1
66 43 0.02  2
66 43 0.03  2
66 43 0.04  2
66 43 0.05  2
66 43 0.06  2
66 43 0.07  2
66 43 0.08  2
66 43 0.09  2
66 43 0.1  2
66 44 0  1
66 44 0.01  2
66 44 0.02  2
66 44 0.03  2
66 44 0.04  2
66 44 0.05  2
66 44 0.06  2
66 44 0.07  2
66 44 0.08  2
66 44 0.09  2
66 44 0.1  2
66 45 0  1
66 45 0.01  2
66 45 0.02  2
66 45 0.03  2
66 45 0.04  2
66 45 0.05  2
66 45 0.06  2
66 45 0.07  2
66 45 0.08  2
66 45 0.09  2
66 45 0.1  2
66 46 0  1
66 46 0.01  2
66 46 0.02  2
66 46 0.03  2
66 46 0.04  2
66 46 0.05  2
66 46 0.06  2
66 46 0.07  2
66 46 0.08  2
66 46 0.09  2
66 46 0.1  2
66 47 0  1
66 47 0.01  2
66 47 0.02  2
66 47 0.03  2
66 47 0.04  2
66 47 0.05  2
66 47 0.06  2
66 47 0.07  2
66 47 0.08  2
66 47 0.09  2
66 47 0.1  2
66 48 0  1
66 48 0.01  2
66 48 0.02  2
66 48 0.03  2
66 48 0.04  2
66 48 0.05  2
66 48 0.06  2
66 48 0.07  2
66 48 0.08  2
66 48 0.09  2
66 48 0.1  2
66 49 0  1
66 49 0.01  2
66 49 0.02  2
66 49 0.03  2
66 49 0.04  2
66 49 0.05  2
66 49 0.06  2
66 49 0.07  2
66 49 0.08  2
66 49 0.09  2
66 49 0.1  2
66 50 0  1
66 50 0.01  2
66 50 0.02  2
66 50 0.03  2
66 50 0.04  2
66 50 0.05  2
66 50 0.06  2
66 50 0.07  2
66 50 0.08  2
66 50 0.09  2
66 50 0.1  2
71 0 0  0
71 0 0.01  0
71 0 0.02  0
71 0 0.03  0
71 0 0.04  0
71 0 0.05  0
71 0 0.06  0
71 0 0.07  0
71 0 0.08  0
71 0 0.09  0
71 0 0.1  0
71 1 0  1
71 1 0.01  2
71 1 0.02  2
71 1 0.03  2
71 1 0.04  2
71 1 0.05  2
71 1 0.06  2
71 1 0.07  2
71 1 0.08  2
71 1 0.09  2
71 1 0.1  2
71 2 0  1
71 2 0.01  2
71 2 0.02  2
71 2 0.03  2
71 2 0.04  2
71 2 0.05  2
71 2 0.06  2
71 2 0.07  2
71 2 0.08  2
71 2 0.09  2
71 2 0.1  2
71 3 0  1
71 3 0.01  2
71 3 0.02  2
71 3 0.03  2
71 3 0.04  2
71 3 0.05  2
71 3 0.06  2
71 3 0.07  2
71 3 0.08  2
71 3 0.09  2
71 3 0.1  2
71 4 0  1
71 4 0.01  2
71 4 0.02  2
71 4 0.03  2
71 4 0.04  2
71 4 0.05  2
71 4 0.06  2
71 4 0.07  2
71 4 0.08  2
71 4 0.09  2
71 4 0.1  2
71 5 0  1
71 5 0.01  2
71 5 0.02  2
71 5 0.03  2
71 5 0.04  2
71 5 0.05  2
71 5 0.06  2
71 5 0.07  2
71 5 0.08  2
71 5 0.09  2
71 5 0.1  2
71 6 0  1
71 6 0.01  2
71 6 0.02  2
71 6 0.03  2
71 6 0.04  2
71 6 0.05  2
71 6 0.06  2
71 6 0.07  2
71 6 0.08  2
71 6 0.09  2
71 6 0.1  2
71 7 0  1
71 7 0.01  2
71 7 0.02  2
71 7 0.03  2
71 7 0.04  2
71 7 0.05  2
71 7 0.06  2
71 7 0.07  2
71 7 0.08  2
71 7 0.09  2
71 7 0.1  2
71 8 0  1
71 8 0.01  2
71 8 0.02  2
71 8 0.03  2
71 8 0.04  2
71 8 0.05  2
71 8 0.06  2
71 8 0.07  2
71 8 0.08  2
71 8 0.09  2
71 8 0.1  2
71 9 0  1
71 9 0.01  2
71 9 0.02  2
71 9 0.03  2
71 9 0.04  2
71 9 0.05  2
71 9 0.06  2
71 9 0.07  2
71 9 0.08  2
71 9 0.09  2
71 9 0.1  2
71 10 0  1
71 10 0.01  2
71 10 0.02  2
71 10 0.03  2
71 10 0.04  2
71 10 0.05  2
71 10 0.06  2
71 10 0.07  2
71 10 0.08  2
71 10 0.09  2
71 10 0.1  2
71 11 0  1
71 11 0.01  2
71 11 0.02  2
71 11 0.03  2
71 11 0.04  2
71 11 0.05  2
71 11 0.06  2
71 11 0.07  2
71 11 0.08  2
71 11 0.09  2
71 11 0.1  2
71 12 0  1
71 12 0.01  2
71 12 0.02  2
71 12 0.03  2
71 12 0.04  2
71 12 0.05  2
71 12 0.06  2
71 12 0.07  2
71 12 0.08  2
71 12 0.09  2
71 12 0.1  2
71 13 0  1
71 13 0.01  2
71 13 0.02  2
71 13 0.03  2
71 13 0.04  2
71 13 0.05  2
71 13 0.06  2
71 13 0.07  2
71 13 0.08  2
71 13 0.09  2
71 13 0.1  2
71 14 0  1
71 14 0.01  2
71 14 0.02  2
71 14 0.03  2
71 14 0.04  2
71 14 0.05  2
71 14 0.06  2
71 14 0.07  2
71 14 0.08  2
71 14 0.09  2
71 14 0.1  2
71 15 0  1
71 15 0.01  2
71 15 0.02  2
71 15 0.03  2
71 15 0.04  2
71 15 0.05  2
71 15 0.06  2
71 15 0.07  2
71 15 0.08  2
71 15 0.09  2
71 15 0.1  2
71 16 0  1
71 16 0.01  2
71 16 0.02  2
71 16 0.03  2
71 16 0.04  2
71 16 0.05  2
71 16 0.06  2
71 16 0.07  2
71 16 0.08  2
71 16 0.09  2
71 16 0.1  2
71 17 0  1
71 17 0.01  2
71 17 0.02  2
71 17 0.03  2
71 17 0.04  2
71 17 0.05  2
71 17 0.06  2
71 17 0.07  2
71 17 0.08  2
71 17 0.09  2
71 17 0.1  2
71 18 0  1
71 18 0.01  2
71 18 0.02  2
71 18 0.03  2
71 18 0.04  2
71 18 0.05  2
71 18 0.06  2
71 18 0.07  2
71 18 0.08  2
71 18 0.09  2
71 18 0.1  2
71 19 0  1
71 19 0.01  2
71 19 0.02  2
71 19 0.03  2
71 19 0.04  2
71 19 0.05  2
71 19 0.06  2
71 19 0.07  2
71 19 0.08  2
71 19 0.09  2
71 19 0.1  2
71 20 0  1
71 20 0.01  2
71 20 0.02  2
71 20 0.03  2
71 20 0.04  2
71 20 0.05  2
71 20 0.06  2
71 20 0.07  2
71 20 0.08  2
71 20 0.09  2
71 20 0.1  2
71 21 0  1
71 21 0.01  2
71 21 0.02  2
71 21 0.03  2
71 21 0.04  2
71 21 0.05  2
71 21 0.06  2
71 21 0.07  2
71 21 0.08  2
71 21 0.09  2
71 21 0.1  2
71 22 0  1
71 22 0.01  2
71 22 0.02  2
71 22 0.03  2
71 22 0.04  2
71 22 0.05  2
71 22 0.06  2
71 22 0.07  2
71 22 0.08  2
71 22 0.09  2
71 22 0.1  2
71 23 0  1
71 23 0.01  2
71 23 0.02  2
71 23 0.03  2
71 23 0.04  2
71 23 0.05  2
71 23 0.06  2
71 23 0.07  2
71 23 0.08  2
71 23 0.09  2
71 23 0.1  2
71 24 0  1
71 24 0.01  2
71 24 0.02  2
71 24 0.03  2
71 24 0.04  2
71 24 0.05  2
71 24 0.06  2
71 24 0.07  2
71 24 0.08  2
71 24 0.09  2
71 24 0.1  2
71 25 0  1
71 25 0.01  2
71 25 0.02  2
71 25 0.03  2
71 25 0.04  2
71 25 0.05  2
71 25 0.06  2
71 25 0.07  2
71 25 0.08  2
71 25 0.09  2
71 25 0.1  2
71 26 0  1
71 26 0.01  2
71 26 0.02  2
71 26 0.03  2
71 26 0.04  2
71 26 0.05  2
71 26 0.06  2
71 26 0.07  2
71 26 0.08  2
71 26 0.09  2
71 26 0.1  2
71 27 0  1
71 27 0.01  2
71 27 0.02  2
71 27 0.03  2
71 27 0.04  2
71 27 0.05  2
71 27 0.06  2
71 27 0.07  2
71 27 0.08  2
71 27 0.09  2
71 27 0.1  2
71 28 0  1
71 28 0.01  2
71 28 0.02  2
71 28 0.03  2
71 28 0.04  2
71 28 0.05  2
71 28 0.06  2
71 28 0.07  2
71 28 0.08  2
71 28 0.09  2
71 28 0.1  2
71 29 0  1
71 29 0.01  2
71 29 0.02  2
71 29 0.03  2
71 29 0.04  2
71 29 0.05  2
71 29 0.06  2
71 29 0.07  2
71 29 0.08  2
71 29 0.09  2
71 29 0.1  2
71 30 0  1
71 30 0.01  2
71 30 0.02  2
71 30 0.03  2
71 30 0.04  2
71 30 0.05  2
71 30 0.06  2
71 30 0.07  2
71 30 0.08  2
71 30 0.09  2
71 30 0.1  2
71 31 0  1
71 31 0.01  2
71 31 0.02  2
71 31 0.03  2
71 31 0.04  2
71 31 0.05  2
71 31 0.06  2
71 31 0.07  2
71 31 0.08  2
71 31 0.09  2
71 31 0.1  2
71 32 0  1
71 32 0.01  2
71 32 0.02  2
71 32 0.03  2
71 32 0.04  2
71 32 0.05  2
71 32 0.06  2
71 32 0.07  2
71 32 0.08  2
71 32 0.09  2
71 32 0.1  2
71 33 0  1
71 33 0.01  2
71 33 0.02  2
71 33 0.03  2
71 33 0.04  2
71 33 0.05  2
71 33 0.06  2
71 33 0.07  2
71 33 0.08  2
71 33 0.09  2
71 33 0.1  2
71 34 0  1
71 34 0.01  2
71 34 0.02  2
71 34 0.03  2
71 34 0.04  2
71 34 0.05  2
71 34 0.06  2
71 34 0.07  2
71 34 0.08  2
71 34 0.09  2
71 34 0.1  2
71 35 0  1
71 35 0.01  2
71 35 0.02  2
71 35 0.03  2
71 35 0.04  2
71 35 0.05  2
71 35 0.06  2
71 35 0.07  2
71 35 0.08  2
71 35 0.09  2
71 35 0.1  2
71 36 0  1
71 36 0.01  2
71 36 0.02  2
71 36 0.03  2
71 36 0.04  2
71 36 0.05  2
71 36 0.06  2
71 36 0.07  2
71 36 0.08  2
71 36 0.09  2
71 36 0.1  2
71 37 0  1
71 37 0.01  2
71 37 0.02  2
71 37 0.03  2
71 37 0.04  2
71 37 0.05  2
71 37 0.06  2
71 37 0.07  2
71 37 0.08  2
71 37 0.09  2
71 37 0.1  2
71 38 0  1
71 38 0.01  2
71 38 0.02  2
71 38 0.03  2
71 38 0.04  2
71 38 0.05  2
71 38 0.06  2
71 38 0.07  2
71 38 0.08  2
71 38 0.09  2
71 38 0.1  2
71 39 0  1
71 39 0.01  2
71 39 0.02  2
71 39 0.03  2
71 39 0.04  2
71 39 0.05  2
71 39 0.06  2
71 39 0.07  2
71 39 0.08  2
71 39 0.09  2
71 39 0.1  2
71 40 0  1
71 40 0.01  2
71 40 0.02  2
71 40 0.03  2
71 40 0.04  2
71 40 0.05  2
71 40 0.06  2
71 40 0.07  2
71 40 0.08  2
71 40 0.09  2
71 40 0.1  2
71 41 0  1
71 41 0.01  2
71 41 0.02  2
71 41 0.03  2
71 41 0.04  2
71 41 0.05  2
71 41 0.06  2
71 41 0.07  2
71 41 0.08  2
71 41 0.09  2
71 41 0.1  2
71 42 0  1
71 42 0.01  2
71 42 0.02  2
71 42 0.03  2
71 42 0.04  2
71 42 0.05  2
71 42 0.06  2
71 42 0.07  2
71 42 0.08  2
71 42 0.09  2
71 42 0.1  2
71 43 0  1
71 43 0.01  2
71 43 0.02  2
71 43 0.03  2
71 43 0.04  2
71 43 0.05  2
71 43 0.06  2
71 43 0.07  2
71 43 0.08  2
71 43 0.09  2
71 43 0.1  2
71 44 0  1
71 44 0.01  2
71 44 0.02  2
71 44 0.03  2
71 44 0.04  2
71 44 0.05  2
71 44 0.06  2
71 44 0.07  2
71 44 0.08  2
71 44 0.09  2
71 44 0.1  2
71 45 0  1
71 45 0.01  2
71 45 0.02  2
71 45 0.03  2
71 45 0.04  2
71 45 0.05  2
71 45 0.06  2
71 45 0.07  2
71 45 0.08  2
71 45 0.09  2
71 45 0.1  2
71 46 0  1
71 46 0.01  2
71 46 0.02  2
71 46 0.03  2
71 46 0.04  2
71 46 0.05  2
71 46 0.06  2
71 46 0.07  2
71 46 0.08  2
71 46 0.09  2
71 46 0.1  2
71 47 0  1
71 47 0.01  2
71 47 0.02  2
71 47 0.03  2
71 47 0.04  2
71 47 0.05  2
71 47 0.06  2
71 47 0.07  2
71 47 0.08  2
71 47 0.09  2
71 47 0.1  2
71 48 0  1
71 48 0.01  2
71 48 0.02  2
71 48 0.03  2
71 48 0.04  2
71 48 0.05  2
71 48 0.06  2
71 48 0.07  2
71 48 0.08  2
71 48 0.09  2
71 48 0.1  2
71 49 0  1
71 49 0.01  2
71 49 0.02  2
71 49 0.03  2
71 49 0.04  2
71 49 0.05  2
71 49 0.06  2
71 49 0.07  2
71 49 0.08  2
71 49 0.09  2
71 49 0.1  2
71 50 0  1
71 50 0.01  2
71 50 0.02  2
71 50 0.03  2
71 50 0.04  2
71 50 0.05  2
71 50 0.06  2
71 50 0.07  2
71 50 0.08  2
71 50 0.09  2
71 50 0.1  2
76 0 0  0
76 0 0.01  0
76 0 0.02  0
76 0 0.03  0
76 0 0.04  0
76 0 0.05  0
76 0 0.06  0
76 0 0.07  0
76 0 0.08  0
76 0 0.09  0
76 0 0.1  0
76 1 0  1
76 1 0.01  2
76 1 0.02  2
76 1 0.03  2
76 1 0.04  2
76 1 0.05  2
76 1 0.06  2
76 1 0.07  2
76 1 0.08  2
76 1 0.09  2
76 1 0.1  2
76 2 0  1
76 2 0.01  2
76 2 0.02  2
76 2 0.03  2
76 2 0.04  2
76 2 0.05  2
76 2 0.06  2
76 2 0.07  2
76 2 0.08  2
76 2 0.09  2
76 2 0.1  2
76 3 0  1
76 3 0.01  2
76 3 0.02  2
76 3 0.03  2
76 3 0.04  2
76 3 0.05  2
76 3 0.06  2
76 3 0.07  2
76 3 0.08  2
76 3 0.09  2
76 3 0.1  2
76 4 0  1
76 4 0.01  2
76 4 0.02  2
76 4 0.03  2
76 4 0.04  2
76 4 0.05  2
76 4 0.06  2
76 4 0.07  2
76 4 0.08  2
76 4 0.09  2
76 4 0.1  2
76 5 0  1
76 5 0.01  2
76 5 0.02  2
76 5 0.03  2
76 5 0.04  2
76 5 0.05  2
76 5 0.06  2
76 5 0.07  2
76 5 0.08  2
76 5 0.09  2
76 5 0.1  2
76 6 0  1
76 6 0.01  2
76 6 0.02  2
76 6 0.03  2
76 6 0.04  2
76 6 0.05  2
76 6 0.06  2
76 6 0.07  2
76 6 0.08  2
76 6 0.09  2
76 6 0.1  2
76 7 0  1
76 7 0.01  2
76 7 0.02  2
76 7 0.03  2
76 7 0.04  2
76 7 0.05  2
76 7 0.06  2
76 7 0.07  2
76 7 0.08  2
76 7 0.09  2
76 7 0.1  2
76 8 0  1
76 8 0.01  2
76 8 0.02  2
76 8 0.03  2
76 8 0.04  2
76 8 0.05  2
76 8 0.06  2
76 8 0.07  2
76 8 0.08  2
76 8 0.09  2
76 8 0.1  2
76 9 0  1
76 9 0.01  2
76 9 0.02  2
76 9 0.03  2
76 9 0.04  2
76 9 0.05  2
76 9 0.06  2
76 9 0.07  2
76 9 0.08  2
76 9 0.09  2
76 9 0.1  2
76 10 0  1
76 10 0.01  2
76 10 0.02  2
76 10 0.03  2
76 10 0.04  2
76 10 0.05  2
76 10 0.06  2
76 10 0.07  2
76 10 0.08  2
76 10 0.09  2
76 10 0.1  2
76 11 0  1
76 11 0.01  2
76 11 0.02  2
